date,blockHeight,blockHash,blockSlotTime
2021-07-01,194213,047adbdfa7114c2d7056acab7e7e1621a9e9c3feb00e615d521124af942268dd,2021-07-01 23:59:53+00:00
2021-07-02,202767,b6896941fe17c0d787802c8108caf301d89646fdf4a5d2ed0bb9ec54dbbf83bf,2021-07-02 23:59:49.250000+00:00
2021-07-03,211229,57cfced5de3242bbdf82dec742cf959be02303c83ccbdd42207cc30747572635,2021-07-03 23:59:49.250000+00:00
2021-07-04,219699,702c711c0defd2a3a97afac06f73801502524daca7528ce1c90ca64dac88d481,2021-07-04 23:59:21.750000+00:00
2021-07-05,228176,5fd53826c7ef5f74de04e3a407e76c1de20a46257e68d798e3a2ecd76eb136c5,2021-07-05 23:59:45.750000+00:00
2021-07-06,236794,7681ed13463afd8ebcfc24618d56d02ecdd8b6680995e7d1b0173fed9fc38b74,2021-07-06 23:59:58.500000+00:00
2021-07-07,245308,9197326de4a6bb7cace0a72393b4b3c9afb05543f5df5193bd655b66afa0ee8f,2021-07-07 23:59:53.750000+00:00
2021-07-08,253891,7825995e0e2ec975b808f5d16ce662211b155c8d807f3fe8008b78e5a80790b0,2021-07-08 23:59:43+00:00
2021-07-09,262280,4614f53e6136094a32674cd62a7c5f73a36701adef223a290b2e12a3edacff86,2021-07-09 23:59:45+00:00
2021-07-10,270927,23ceb458b8738fcd73f20647e8bf9e7835b5aeb87de6661602a7ef1be9698303,2021-07-10 23:59:46+00:00
2021-07-11,279476,0402dbd6f6fcb68ddeef2aa0b0f63f004ad60ecdeea981c594934dc195f72eb2,2021-07-11 23:59:57.500000+00:00
2021-07-12,288072,987662a868c2aff4c96e50cc0f083ea0c51056709cc67fc99001644ac238782d,2021-07-12 23:59:56.750000+00:00
2021-07-13,296729,c7950921077ea29106303390f26b84f8e955ffaf43f7b26658b0c4cbf288ac71,2021-07-13 23:59:59+00:00
2021-07-14,305219,d922d5d74ee74257be295f3fa0453a2a2372e5e344c8dc6121c4c29eadd8b11a,2021-07-14 23:59:40.250000+00:00
2021-07-15,313904,b4e38c789021637e9d4db01dc5f116730764be6a404ef3d4cd7007a76adf9164,2021-07-15 23:59:55.250000+00:00
2021-07-16,322383,07ab3f9e965ce7d28ffd906223dc9546884cc30067373026fc567d5385944e21,2021-07-16 23:59:45.750000+00:00
2021-07-17,331000,b7e3a914f5570aa2437441e532f4aab4232864d757868fb52dafd781854f5ee1,2021-07-17 23:59:55.250000+00:00
2021-07-18,339553,1d8588e578ff78b673c53d41273c2d8275c75ccfe9b8906ed6fb32e45becac60,2021-07-18 23:59:49.250000+00:00
2021-07-19,348136,58445f52af410fce0be5f18497d141106c2fe460c9aa0188413ff3206a819558,2021-07-19 23:59:49.250000+00:00
2021-07-20,356721,fc542f421c9043f9a258c1e00dfb4f23f146cb1d4bede068c38834e0d3166b1f,2021-07-20 23:59:34+00:00
2021-07-21,365266,f4fd079064ac6daa459c30ec1efb3b6aa7d11ecaf27e93c259dad72bcb74d65b,2021-07-21 23:59:47.500000+00:00
2021-07-22,373706,f726f91461665a6a3f844af19f705bed61907e67eb6adee244e83845ad8747ea,2021-07-22 23:59:47.250000+00:00
2021-07-23,382066,618bf1df54ecf8c32c8148dc162d108135c28c6dfc84f0bd90315dc993f4abae,2021-07-23 23:59:42.750000+00:00
2021-07-24,390760,a160889ff4ea598eefeab1a9ca42342702df763b2612bcb19fa33a4e6b09a0cc,2021-07-24 23:59:56+00:00
2021-07-25,399383,6ea802472aaaa28f9fa8f10074ce895fc402e602b68e62249cc11fffe79d0f9a,2021-07-25 23:59:41.750000+00:00
2021-07-26,408092,9d6e4655dc06cd929304c312d032b2180d12b4c387513ab242861d6c7ea9adbf,2021-07-26 23:59:54.500000+00:00
2021-07-27,416669,8017b612474ebd520014f68590c1f4d924e380e371d844c69ee0a5ed9a467737,2021-07-27 23:59:36.750000+00:00
2021-07-28,425120,d292bbbc1edf2bfc4b9f693417903f9e400b7b98db5c3f497da874ba87db6f0f,2021-07-28 23:59:58+00:00
2021-07-29,433659,71a8b6eb2ef818de7f25ede5eed01f8854b7545fb033dd38b2d541b1812f2545,2021-07-29 23:59:57.500000+00:00
2021-07-30,442245,f55fb76b09bab2f2d2fd84fb2937d4bea0afc92b56f38f7f4d857ef5fe952725,2021-07-30 23:59:55+00:00
2021-07-31,450757,b347f1f8598a2749f8a70db76326ae573f86b50aff6c73718e80ccbc181c1420,2021-07-31 23:59:59+00:00
2021-08-01,459268,d23e50c19a59ab47ac0839bc99d9a4eb7e5633b003fcb71104ce4b08732ed36c,2021-08-01 23:59:54.500000+00:00
2021-08-02,468048,aecd5e223364b39a5bb1d6120e7c14ec8a84b658c333e68d8b34c42d1d272524,2021-08-02 23:59:51+00:00
2021-08-03,476434,bb4332b74751311dc23d28f0d6dbf6337f0cd509aae0876b16124ffd87a4dae0,2021-08-03 23:59:42+00:00
2021-08-04,484913,42d9a5e8bf9ec9be766b2934afaae9270f83ebb8184271ca0c3d0cdf2eb55e37,2021-08-04 23:59:53.750000+00:00
2021-08-05,493582,480afca4c2ddcc9353398aa877b334de67bf0cfdea12981200498dab820971c9,2021-08-05 23:59:47.250000+00:00
2021-08-06,502205,e1a7f1bbfa8188e9b689e1e80c5b63e76e98a03e2f3ef6e651d7e93990db2c97,2021-08-06 23:59:55+00:00
2021-08-07,510769,89aa01b744282d0845433faef5211f91b24c8ea136bd871616a4fac0ec4eacd6,2021-08-07 23:59:54.500000+00:00
2021-08-08,519335,f9c49d24c15319e68fec522428755dcf1233eb0c496aa9f2d494d5272d20fa8b,2021-08-08 23:59:56.250000+00:00
2021-08-09,527876,df397a806eff72be7e09057f677e1956efa169ffdb24571246c8e185d3142c57,2021-08-09 23:59:50+00:00
2021-08-10,536230,e6605d1baef0799e70452502409c413143ffbc071f845519151aaeae67ed8099,2021-08-10 23:59:58.750000+00:00
2021-08-11,544804,299d25db69156180890effe3012aaa53120a0af410d2c37da410793386f1fc1f,2021-08-11 23:59:53.500000+00:00
2021-08-12,553270,a6a3a1fcff5c1e2dba595d9f6d2a845cbcd417c71f7935157d413c5a6167f62b,2021-08-12 23:59:57+00:00
2021-08-13,561836,fac8c1b2e02f551baca37b808cbf93a6366fe532853acef057e1e8775828e287,2021-08-13 23:59:52.250000+00:00
2021-08-14,570290,cfc5018b999918ddafac80414ac7c32dd994921b03a054f302d467f3306ac441,2021-08-14 23:59:46.500000+00:00
2021-08-15,578814,984426b64972456695ffc0e614b186bb2e89f980a1028553eb0b3fa79281bdac,2021-08-15 23:59:57+00:00
2021-08-16,587392,6fe9c4445e8bd4cf2cc8e8278edd263429d07f6669d3a5421d49a3a831c37eaa,2021-08-16 23:59:48.250000+00:00
2021-08-17,595896,458dc91e89462aa4087fadc128df148e4161a70e362dee337586c682b1f02096,2021-08-17 23:59:44.750000+00:00
2021-08-18,604445,b8ba4a661c8dbd1e34fe4583167759e8c7660e55f749822d5433c6b2a4531d29,2021-08-18 23:59:52.750000+00:00
2021-08-19,612953,20da674c94911ab2d82240ff7a4e335b1ea2f7c9cc014934268e4fdd8903582d,2021-08-19 23:59:56.750000+00:00
2021-08-20,621466,32a984f81bb11a326196317d99e6d9d7d45f7659d9b849388662fafe83b7a02f,2021-08-20 23:59:58+00:00
2021-08-21,630056,0c916991c0c2e8689fb6fc42f6349d5abd14deef59b9c77aca67db8ad8bfa6bd,2021-08-21 23:59:21.500000+00:00
2021-08-22,638702,a053fd97e944e75dbb46f1da7b4e2e1cf4287a3db2ac096da0a844f40f8f7874,2021-08-22 23:59:48.250000+00:00
2021-08-23,647082,7a276d59a9756cee04075ee8ee7e3e917788d647bda220ef48ad8f989e2dd6c8,2021-08-23 23:59:54+00:00
2021-08-24,655583,f348505857ee71d9f443b8d2e1f7d3dc3da19e6cbf536a484a02d34af5ede100,2021-08-24 23:59:55.250000+00:00
2021-08-25,664139,53852200512e2844710b8e9ef920d49db3963076f270592cf2ebe1d3ca451f2b,2021-08-25 23:59:49.500000+00:00
2021-08-26,672744,cd7750040e2143820a51b480f01fb4bf1fb841b70fcf7222448216189bc98ff4,2021-08-26 23:59:53.750000+00:00
2021-08-27,681279,b3ac3e55692bf02d3e5eb115a685674af42093c5936f9c3a9bb429ab191abb9a,2021-08-27 23:59:47.250000+00:00
2021-08-28,689750,ea9ec3b95018f97416920a088a0321dade0c7f60496a5d821a07c1ea0e2f75e4,2021-08-28 23:59:42.250000+00:00
2021-08-29,698283,d5a9d9290d74f38586dba487dbb03446996bc9fba63ded3886163e5981fd8f56,2021-08-29 23:59:40.250000+00:00
2021-08-30,706652,5c542bf1b6a73971ca6e8209dc5ac7630eb915b92bb1c9c6c25ffe9e92955c8a,2021-08-30 23:59:44.750000+00:00
2021-08-31,715200,5ddf6a4e71fe74d7730c7f79bcdd3471bb349ca528cdf20da0be431691093669,2021-08-31 23:59:30.500000+00:00
2021-09-01,723660,8c705a122b58391befeb89d8ef457f61f62f22612facc834ee2d7fd30125c082,2021-09-01 23:59:57.250000+00:00
2021-09-02,732073,460609f8a852f313e6bc45d5c9084b0c9ec0afa319b218a10b9a9bba4aeab6ff,2021-09-02 23:59:55+00:00
2021-09-03,740504,d1af4b8e8559411802c68ab2e1c71f21b0c738b2a02754678f8f72dd5211962b,2021-09-03 23:59:13.750000+00:00
2021-09-04,749044,ac0d762033019fb74095cd7b43b4beeb84d17d475e463ffb46d9460973559464,2021-09-04 23:59:47.750000+00:00
2021-09-05,757713,b24e4a7b830708d9f4988f8dd9f3fffa461f771f8d5333bf0fbe40726a50c573,2021-09-05 23:59:24.750000+00:00
2021-09-06,766183,72dc0bb0c52e80885986256b36d2e8adc336df648c6fb228aa5b8746d2c92a5d,2021-09-06 23:59:48.750000+00:00
2021-09-07,774911,df3f9be7a21b6c99a00b19d45275fd5c23e20ad9c31140edd34eb4299db65281,2021-09-07 23:59:57.500000+00:00
2021-09-08,783610,1085f2f46e73c5ff6b96cb453465a6f3dda53a288d79f63d395fa0d818fb1642,2021-09-08 23:59:49.750000+00:00
2021-09-09,792062,b5544540cd13d9026af0b81a09b356e24327d60057fcc46d1bb2bc59311ab2d7,2021-09-09 23:59:15.500000+00:00
2021-09-10,800726,4e27963d3f306a1fd76b8d0ee06409da5be2a6f74bcaa80f56f538dddb62ce7b,2021-09-10 23:59:52.750000+00:00
2021-09-11,809433,1bf73ddf0ae1d434dfca80dec082c8ce1dbd9297bbc96bad267be21ea8c5a1fd,2021-09-11 23:59:48.250000+00:00
2021-09-12,817902,eecee6a991e8a9411b9d0b4c9f98f2394a36cafe2bb8b46085194740fcd3bc38,2021-09-12 23:59:55+00:00
2021-09-13,826340,998f543f25df92a34eb7ad0ddfd8ca29edc87b36cd33b0db531616703649f9f3,2021-09-13 23:59:56.750000+00:00
2021-09-14,834926,5c868fc399324ace8534b5d2e66d9ad1020856e2b23fd8bcfb6883459364284b,2021-09-14 23:59:47+00:00
2021-09-15,843504,39f5cd321a04feb6fe4e43503ab5e758087917f310e129f706239ef01c9b441f,2021-09-15 23:59:46.750000+00:00
2021-09-16,852038,66a46e8e2bee1fdd793e036c1bf3c478e83ab7cfe82c0088ec5ce43a7fb6de06,2021-09-16 23:59:54.750000+00:00
2021-09-17,860591,15f8e5a0b9071dc36ef4b6c9921afe06e2ffea398561aa179b935599f71886b5,2021-09-17 23:59:49.750000+00:00
2021-09-18,868994,d2945fd496e383149a84bbbf572921bdb4775dcb7553b458ab0e872590506d78,2021-09-18 23:59:27+00:00
2021-09-19,877607,434e8bd2e389faad46a695ad1790fd1c9afdb93882e97f1313f8dff3bbd44b56,2021-09-19 23:59:31.750000+00:00
2021-09-20,886187,635c9124ea591e89f6a2ea3bdd4cc3f6bd8c2e08bc65364dbbf5756ea3860b63,2021-09-20 23:59:40+00:00
2021-09-21,894768,e3d10942f78008b30c2ae6344d5ead5c2e566ceab38e8e853541f00bce9bb236,2021-09-21 23:59:49+00:00
2021-09-22,903442,c94d1e4fa40f67c19c9e51d0541db9381be5895377c542694f4d8e1747e9140a,2021-09-22 23:59:56.500000+00:00
2021-09-23,912024,b08040b042632a5369815e799e72e16ca18ceab54f0d780618b873584fb2c84d,2021-09-23 23:59:45.250000+00:00
2021-09-24,920427,7c2f3b6ab83f87729bbab27be591cbed3f9211c28ad84d7d3dd51e9c2d3e9bb1,2021-09-24 23:59:57.250000+00:00
2021-09-25,928955,cf60a0a862a73c4eea4ec54d22f6463d3eb8814f448ea0eb75e002348124576a,2021-09-25 23:59:49.250000+00:00
2021-09-26,937489,1e7f888f43fd505c15e5836995acee4c09de8d84d3c8dad6e1800e5477a36cba,2021-09-26 23:59:50.500000+00:00
2021-09-27,946054,db782ead2c99810ededad13bc4841a6cec9c16fb253573eec51864415401a739,2021-09-27 23:59:58+00:00
2021-09-28,954579,78dc2e1936a5c6d65432a2d2513d6c8d35040d1c724fbd169fc672c4a982b1eb,2021-09-28 23:59:53+00:00
2021-09-29,963067,d3458479c9ea7264cc596766d32c60534f65978e42dee600583e946ea309c2ac,2021-09-29 23:59:52.250000+00:00
2021-09-30,971587,b70344b6de671e81a7121b16ae8f333c10db4ca413cd770d4a94d652798f30e3,2021-09-30 23:59:51.750000+00:00
2021-10-01,980080,eb42314129e8ba1e5ae2ed92387f012b5d069fd10120fc3ff3e855d6784b8e46,2021-10-01 23:59:57+00:00
2021-10-02,988701,1719fe480255a70ef90c7568af903522888e35d3caac2d6ea5c59dd3c84794d7,2021-10-02 23:59:53.750000+00:00
2021-10-03,997175,9b5697b4e1a71274db2f51f1f97c7b75eea3d0c578b75039ee248188188020fa,2021-10-03 23:59:47+00:00
2021-10-04,1005840,199603b76db44633f8ea9858b55412d47224352f20df9eb274e5d4316bef5823,2021-10-04 23:59:38.750000+00:00
2021-10-05,1014239,f4088ae4c8607cef1dddea365c9d53be7fde716825bf2cc0c9fb5bf6e01beef3,2021-10-05 23:59:18.500000+00:00
2021-10-06,1022640,38fd531ccc8ed836b019e2e505cfa403707adedabec50c2fa5a0b3db867afa5f,2021-10-06 23:59:55+00:00
2021-10-07,1031198,cbddf673b1ca15043f38de19cdc468ee32309793fa36a3cbc5680a8c5d997681,2021-10-07 23:59:44.250000+00:00
2021-10-08,1039846,6ad3ec5da17dbf4330c55cad79c58453e0eaf5fa0d1881e3f17a7bc22ad59e87,2021-10-08 23:59:56+00:00
2021-10-09,1048431,4fdead94cd13e9632105d82506b2705862a40b93b6bac8f9585cb03221c3105e,2021-10-09 23:59:35.250000+00:00
2021-10-10,1056876,078259445ca695a9a9fe801ddce97ce332cb61cbf30b6084ebf5abc63fd885aa,2021-10-10 23:59:54.500000+00:00
2021-10-11,1065429,c5c7a1923d8573d1954c88722a84e3efa6637c0360b95b0b120c93b74c702ecc,2021-10-11 23:59:10+00:00
2021-10-12,1073940,625a9111b60df710a8da5042907b57f0cd2e8ae99c873b2809669c3e4ef099a6,2021-10-12 23:59:58.500000+00:00
2021-10-13,1082553,455bf94845eff8c4c068e02e0ad944315ef6ad88539575a6316bf5d0ba0950d7,2021-10-13 23:59:55+00:00
2021-10-14,1091179,d14d6b56c3b916e87a5fb1c2d1170b2a013d6bc8be46f1740327686e70c9ca2e,2021-10-14 23:59:42.500000+00:00
2021-10-15,1099724,7e9dddc3ccd59492359ce581cdec277eb8b82e04ad44d5c006d3b33e13058d57,2021-10-15 23:59:44.500000+00:00
2021-10-16,1108305,a52d454dd29f8b15fd5b44fc29f947f6342e75fe89b88a26d977f00ca04cefdf,2021-10-16 23:59:37.500000+00:00
2021-10-17,1116956,0753114d1815d133dd925ae53a077b06fef8930c4fd209a9b33dc197ed7369d5,2021-10-17 23:59:51.250000+00:00
2021-10-18,1125479,a79708f6a8dd8642c8149e47e12ef42b9392e42a082cf6896c6b6fb3b3298207,2021-10-18 23:59:51.250000+00:00
2021-10-19,1134032,20f77a3f8d6a968cc4fc2fe870b143d0510fc8000e00ba411467e150fbbc21d0,2021-10-19 23:59:52+00:00
2021-10-20,1142434,cfa6464ef59c4c92d04ca85e2089d7f2dbbdcfdb9a2ceeee62b173f079d30006,2021-10-20 23:59:46.750000+00:00
2021-10-21,1150918,30825051d890c929ed8afa286a599597b8ebfa76778695ca1e1730d11595cfad,2021-10-21 23:59:36+00:00
2021-10-22,1159442,57927ad29b6d6ce3abe8ef621a56a1b51557b09c14592ff7875712b53fa979e2,2021-10-22 23:59:44.250000+00:00
2021-10-23,1167993,8ace9952aced411dd276c0d7a3434469a4181b787d61020bc4d9a9b7378c1d19,2021-10-23 23:59:45.250000+00:00
2021-10-24,1176468,65ff7cafe9b35be9c16b041fde0429de4a94a397d60ea834b06a439451758f0f,2021-10-24 23:59:50+00:00
2021-10-25,1185043,57bb969abafd311d191b08f4bba4bdb5ed23978b440ee25ce65fbeeb023e8e05,2021-10-25 23:59:59+00:00
2021-10-26,1193648,2080089d8d5edb0fb0fb3ff1b25cd47f73d3ce79980af7f31ab4ec384a2df3c0,2021-10-26 23:59:36.500000+00:00
2021-10-27,1202016,7248a240f94ce4f3927a2a0534ccb006c318e948d9ce671dade1fe043d8dfb56,2021-10-27 23:59:54+00:00
2021-10-28,1210589,f733ac595112a9ae1e209a012eda2930cc34352181857af03fed4e5e46fc864a,2021-10-28 23:59:55+00:00
2021-10-29,1219164,ccbd4573a3f911f109fdeba99e208df2e02310cb72dbfb66fa5b5bacc54b5705,2021-10-29 23:59:45.500000+00:00
2021-10-30,1227673,7dd64d53a69819c728b6804f0f5f3456634869f848c6cbf24cf6827706bdbc13,2021-10-30 23:59:54.500000+00:00
2021-10-31,1236199,cbdce2e4a5a51d1d04be4acf934f68499da2f7042971b2d6ff0224028276d8d2,2021-10-31 23:59:46.250000+00:00
2021-11-01,1244680,23e985db4957158712ba05dd7ecf933575752fdcfcec15eb5c27666088208159,2021-11-01 23:59:57.750000+00:00
2021-11-02,1253306,bf6fd1991a7edc9293d4936436949c6a995c856f0021c2c7402de9fb41e0a17e,2021-11-02 23:59:52.750000+00:00
2021-11-03,1261823,4559d3789eeb3f2e061f423ede62577d4655f9a6f9137476512c1abea00dad55,2021-11-03 23:59:55+00:00
2021-11-04,1270423,9cb1235d9407bb4d12f350df1176516ac36e63aa3663fb7a6063197ec9946e55,2021-11-04 23:59:53.750000+00:00
2021-11-05,1278922,af5c592dfc141769bb33ad3ef321540243f304cfb8632e6c01b58702756bf2c5,2021-11-05 23:59:58.750000+00:00
2021-11-06,1287502,c96439ffd50ede261ef3f60200ef05632df1ea8b167ac114e35694cb93075f15,2021-11-06 23:59:52.500000+00:00
2021-11-07,1296167,551b0c672df84cbb787fb7fb254aad7cedef0c108a02ec7c3101ca7f46deb372,2021-11-07 23:59:54.250000+00:00
2021-11-08,1304728,5a43559cee4711d8216abb385748bb90cc85e9e5cb97e72654fa8d85cce9e074,2021-11-08 23:59:51+00:00
2021-11-09,1313245,2ca68ed9d1b2460ecc75fbaa48a4d5dccc0ddc12dea2d1b8dbead70f8635e8b0,2021-11-09 23:59:42.250000+00:00
2021-11-10,1321795,3a843415b532dbdd073d74319c50fb22d956d1a4cb81277138c5158ce0a1dec8,2021-11-10 23:59:55+00:00
2021-11-11,1330366,4767e27357fbf03b139633688ddee2f0f7ed2cd98f4e6a579f7f302535a71d7b,2021-11-11 23:59:41.250000+00:00
2021-11-12,1339038,8738ee52c6ca55fd15806aeab05e32a16bb4952dc84946ac0873b8948845a6b5,2021-11-12 23:59:56.250000+00:00
2021-11-13,1347711,c72289d8d04fbb9409843cf4d60d6e6da41fc7161a592904752cd045c8db643e,2021-11-13 23:59:47+00:00
2021-11-14,1356300,68098f40d4231d295f7ea833e88ef07f58a535cf6ff18f2c365ba1bc16b204d8,2021-11-14 23:59:52+00:00
2021-11-15,1364849,60ec7a8d1bd5df77d44d70dce8255d1b6eec8e97c9d45aa0cb9fddbdad6e0122,2021-11-15 23:59:58+00:00
2021-11-16,1373379,f685807aaa2e925bb8b59f95983fc19c8de15d8ca9d90344dfce3607f5439a67,2021-11-16 23:59:58.500000+00:00
2021-11-17,1382115,92080f0a659acc0e479279a8dc7645c5f47c17a5df2cd50b5ba30f06d0a465b0,2021-11-17 23:59:55.250000+00:00
2021-11-18,1390762,c12c5c8942b24bcfa9ece031fb04f2f3b3967d3561c2529b1926856d3a64d76d,2021-11-18 23:59:54+00:00
2021-11-19,1399295,d71b2259f06f3c20814ebba51c3921fd06c981bc44588aecf19ed48fd99d1c5d,2021-11-19 23:59:56.500000+00:00
2021-11-20,1407825,2bdb16c5669403118ca0799102fd60c076ba1d360f3ddfd995d88caa2e760e48,2021-11-20 23:59:57.250000+00:00
2021-11-21,1416514,74b7262fc8901473fbe31a201876573cdcd8a7738877a2592422c7089917da00,2021-11-21 23:59:52.250000+00:00
2021-11-22,1425011,0a63bd8dcc616614b7f47930e07d90e5873199b8fca303a8ae067469383e3c73,2021-11-22 23:59:57.500000+00:00
2021-11-23,1433792,1cc25d76ff07783af354d551e13cf2ca21010ede150f4c878dfc0701f21c9206,2021-11-23 23:59:58.750000+00:00
2021-11-24,1442273,6c0a8650eec3beb5bb4c50af1a69efbbfe5348191d3f4a34b2dff99c5a8c0d67,2021-11-24 23:59:48+00:00
2021-11-25,1450933,e092f89e4a7555315fe59d702b914154f37fac2546291c1659882e0b02c2dc3f,2021-11-25 23:59:58.250000+00:00
2021-11-26,1459516,c7206222f6edad7c151375d8261bf7ac4fa0e4eb17f37d592f82cd443bed3d7e,2021-11-26 23:59:52.250000+00:00
2021-11-27,1467963,9b79b6e30cdf83de8299d3dc53c4467b3ac70bfcd1a174318168569705498bdb,2021-11-27 23:59:44.500000+00:00
2021-11-28,1476578,08677b678d83de9d8d6e439543784071fc767e8f5ca549532b80d11eb370b0ad,2021-11-28 23:59:47.500000+00:00
2021-11-29,1485029,57b263331da03ee9425185a628636ce784250d65d289a42f34cc8e552b3e5c63,2021-11-29 23:59:53.750000+00:00
2021-11-30,1493733,f66a6db0f2daee2a987c4b8755f2c54556ff4396c2f4a003f448c8e7c51dc623,2021-11-30 23:59:42.250000+00:00
2021-12-01,1502325,1ed82a71a465ecc45ad8b03f738f83d51f424fa6191dc4fbb01c48cbef2dfdc2,2021-12-01 23:59:52.750000+00:00
2021-12-02,1510918,23d6f4c85c9e6bcb1e1ffa5cde2345adc37dd17d0a66d590dadb084610f8ee35,2021-12-02 23:59:48.500000+00:00
2021-12-03,1519483,24ce41df62bf23877014d0323afc2dea4c061cd4eaead94f079b84bc067603da,2021-12-03 23:59:51.500000+00:00
2021-12-04,1528094,17d30cf263e02d98b3a994d1b636f38aaa273f11eba320fd50b643e03a34a708,2021-12-04 23:59:36.250000+00:00
2021-12-05,1536617,90f2973ffc51e17761fa2db8567ab229aecad31db834ec271bdce10f544e4ced,2021-12-05 23:59:52.250000+00:00
2021-12-06,1545145,f16356d71ac36df51fbbfe4cffe7285a3503ebed0b78068a0bcb9c282c083661,2021-12-06 23:59:45.250000+00:00
2021-12-07,1553840,5a1a7930b6bc5535d9656c1f19915edcf2d2721814ae62a5c136dc55e23bc48a,2021-12-07 23:59:38.750000+00:00
2021-12-08,1562480,9a31da98b9337805ffb3493800977a02d12c1b9009bd2a82b9a938f73f4f6dc2,2021-12-08 23:59:54.750000+00:00
2021-12-09,1571151,a9aad38bf6942a345aa8eba6de260fc5bc8f316d3325d49636d048c019eb7bc4,2021-12-09 23:59:58.500000+00:00
2021-12-10,1579614,7d6baf961fbed3615e1f55b465c074f01adf159b8e8fe28325f4e9a0b424d81e,2021-12-10 23:59:42.250000+00:00
2021-12-11,1588153,c458a302f5bd13cd8bb0491969fd85f33a11ca3b3d489cb5b2d13839bea8340c,2021-12-11 23:59:53+00:00
2021-12-12,1596728,739e2301d0486229e8b1ee15d30e4b83d0acaff13126aff2fb4bb533e503f0e3,2021-12-12 23:59:37.250000+00:00
2021-12-13,1605365,bd2e854b000d5612ec654fec68507bbb486857903d5f368a62897c3429b67d9c,2021-12-13 23:59:53.500000+00:00
2021-12-14,1613869,f246ebbd916a28389b3d1de37ee6065161f2be595fc81fbade124b2de2995355,2021-12-14 23:59:48.500000+00:00
2021-12-15,1622451,4dcb76be6988fd8e6542dc1e92528e1c47b3cfc9a6eb78a2cbad88b7ea331596,2021-12-15 23:59:45.750000+00:00
2021-12-16,1630883,40f8b88f93bc05a90105748187066404890799d98b492146b803ebf13bb01584,2021-12-16 23:59:51.750000+00:00
2021-12-17,1639406,9467a7af73fa4a92d22186eea9203342abc62a38f1048e2e6c40a58ae4fac7b3,2021-12-17 23:59:50+00:00
