year_month,account,monthly_avg_staked_amount,days_active_in_month,monthly_avg_total_balance,monthly_avg_total_staked
2022-01,3AXptodggm3sMz9qiByhpQNqDHb8dVn3BWtPHh27L5L4srR7FT,203142.52379045452,11,10596163291.596704,5506965629.4718275
2022-02,3AXptodggm3sMz9qiByhpQNqDHb8dVn3BWtPHh27L5L4srR7FT,186206.89237867857,28,10678096978.251553,8530504721.472508
2022-03,3AXptodggm3sMz9qiByhpQNqDHb8dVn3BWtPHh27L5L4srR7FT,195741.93548387097,31,10760674959.36261,8530381296.208062
2022-04,3AXptodggm3sMz9qiByhpQNqDHb8dVn3BWtPHh27L5L4srR7FT,200000.0,23,10836796244.096668,8703391739.266043
2022-01,48SAMgkM4RFMGX4g8VktCXCvBbGPm9MNHm1iw3sxBFDRArZyGk,1005000.0,10,10596163291.596704,5506965629.4718275
2022-02,48SAMgkM4RFMGX4g8VktCXCvBbGPm9MNHm1iw3sxBFDRArZyGk,994054.2173913043,23,10678096978.251553,8530504721.472508
2022-01,4LeJjBDhGR9gtgFuNxokBNpVLC3p7xcLa7W8ax8X1RSM5VSNpt,1323992.3360042,10,10596163291.596704,5506965629.4718275
2022-02,4LeJjBDhGR9gtgFuNxokBNpVLC3p7xcLa7W8ax8X1RSM5VSNpt,1121088.7629326428,28,10678096978.251553,8530504721.472508
2022-03,4LeJjBDhGR9gtgFuNxokBNpVLC3p7xcLa7W8ax8X1RSM5VSNpt,994654.7747673548,31,10760674959.36261,8530381296.208062
2022-04,4LeJjBDhGR9gtgFuNxokBNpVLC3p7xcLa7W8ax8X1RSM5VSNpt,861741.0434782609,23,10836796244.096668,8703391739.266043
2022-01,4QhdAyofhufMDACBgRGJcP1S5RxZRc4LgRngF9QSaVtZSS89uJ,2268603.5112622,10,10596163291.596704,5506965629.4718275
2022-02,4QhdAyofhufMDACBgRGJcP1S5RxZRc4LgRngF9QSaVtZSS89uJ,2933811.3044224284,28,10678096978.251553,8530504721.472508
2022-03,4QhdAyofhufMDACBgRGJcP1S5RxZRc4LgRngF9QSaVtZSS89uJ,3814581.6660476453,31,10760674959.36261,8530381296.208062
2022-04,4QhdAyofhufMDACBgRGJcP1S5RxZRc4LgRngF9QSaVtZSS89uJ,6288562.332448435,23,10836796244.096668,8703391739.266043
2022-01,49eJ3V6BaoPZFABcYRprqtj2ZYi3tHujVwTxpa3SLi7mVwtQwj,21603.0,9,10596163291.596704,5506965629.4718275
2022-02,49eJ3V6BaoPZFABcYRprqtj2ZYi3tHujVwTxpa3SLi7mVwtQwj,62158.02020596428,28,10678096978.251553,8530504721.472508
2022-03,49eJ3V6BaoPZFABcYRprqtj2ZYi3tHujVwTxpa3SLi7mVwtQwj,108439.825109,31,10760674959.36261,8530381296.208062
2022-04,49eJ3V6BaoPZFABcYRprqtj2ZYi3tHujVwTxpa3SLi7mVwtQwj,109091.5514796087,23,10836796244.096668,8703391739.266043
2022-01,4T8kXFNDpg4Qh9VAiRTSaYKTwLqtVxbyqR6bHHVsS4nHYkHksn,591720.6208611111,9,10596163291.596704,5506965629.4718275
2022-02,4T8kXFNDpg4Qh9VAiRTSaYKTwLqtVxbyqR6bHHVsS4nHYkHksn,595256.5344833214,28,10678096978.251553,8530504721.472508
2022-03,4T8kXFNDpg4Qh9VAiRTSaYKTwLqtVxbyqR6bHHVsS4nHYkHksn,599748.6188532581,31,10760674959.36261,8530381296.208062
2022-04,4T8kXFNDpg4Qh9VAiRTSaYKTwLqtVxbyqR6bHHVsS4nHYkHksn,600353.15476,23,10836796244.096668,8703391739.266043
2022-01,3mMG6DYpQv4Ffk2bRYiZCiK7jci4GNfAXz6nyZyy6QfY5SdU7A,200637.55971675,8,10596163291.596704,5506965629.4718275
2022-02,3mMG6DYpQv4Ffk2bRYiZCiK7jci4GNfAXz6nyZyy6QfY5SdU7A,201873.224154,28,10678096978.251553,8530504721.472508
2022-03,3mMG6DYpQv4Ffk2bRYiZCiK7jci4GNfAXz6nyZyy6QfY5SdU7A,204626.83105958064,31,10760674959.36261,8530381296.208062
2022-04,3mMG6DYpQv4Ffk2bRYiZCiK7jci4GNfAXz6nyZyy6QfY5SdU7A,205762.53081313043,23,10836796244.096668,8703391739.266043
2022-01,3nHTHHrit4wNgCRFkdvfFnLTL6AhViUE143eR7a6pMfWiazGKZ,53117313.907249875,8,10596163291.596704,5506965629.4718275
2022-02,3nHTHHrit4wNgCRFkdvfFnLTL6AhViUE143eR7a6pMfWiazGKZ,53306878.43919758,28,10678096978.251553,8530504721.472508
2022-03,3nHTHHrit4wNgCRFkdvfFnLTL6AhViUE143eR7a6pMfWiazGKZ,53236249.928582996,31,10760674959.36261,8530381296.208062
2022-04,3nHTHHrit4wNgCRFkdvfFnLTL6AhViUE143eR7a6pMfWiazGKZ,53191697.85588852,23,10836796244.096668,8703391739.266043
2022-01,3ufxi19zZVbUBD5JmGDfwiT49gE4andhdwKrHS7Ed6bDNpZNbW,70278.197384,8,10596163291.596704,5506965629.4718275
2022-02,3ufxi19zZVbUBD5JmGDfwiT49gE4andhdwKrHS7Ed6bDNpZNbW,70653.1147695357,28,10678096978.251553,8530504721.472508
2022-03,3ufxi19zZVbUBD5JmGDfwiT49gE4andhdwKrHS7Ed6bDNpZNbW,71668.80254145162,31,10760674959.36261,8530381296.208062
2022-04,3ufxi19zZVbUBD5JmGDfwiT49gE4andhdwKrHS7Ed6bDNpZNbW,73176.99513334782,23,10836796244.096668,8703391739.266043
2022-01,3w8Zu3wwJpNuLdZ9RLsJrJZq74YTQVEmW5eNzrShXs8d1AsL5N,200337.10562625,8,10596163291.596704,5506965629.4718275
2022-02,3w8Zu3wwJpNuLdZ9RLsJrJZq74YTQVEmW5eNzrShXs8d1AsL5N,201605.24023328573,28,10678096978.251553,8530504721.472508
2022-03,3w8Zu3wwJpNuLdZ9RLsJrJZq74YTQVEmW5eNzrShXs8d1AsL5N,203627.62401670968,31,10760674959.36261,8530381296.208062
2022-04,3w8Zu3wwJpNuLdZ9RLsJrJZq74YTQVEmW5eNzrShXs8d1AsL5N,205725.16833530436,23,10836796244.096668,8703391739.266043
2022-01,3n6kiufrNDYaFgqaGAyLZitRwQqyxnWQybruygc3Cx8WUpEGk6,13138344.838891143,7,10596163291.596704,5506965629.4718275
2022-02,3n6kiufrNDYaFgqaGAyLZitRwQqyxnWQybruygc3Cx8WUpEGk6,14677950.609831465,28,10678096978.251553,8530504721.472508
2022-03,3n6kiufrNDYaFgqaGAyLZitRwQqyxnWQybruygc3Cx8WUpEGk6,15759862.70929529,31,10760674959.36261,8530381296.208062
2022-04,3n6kiufrNDYaFgqaGAyLZitRwQqyxnWQybruygc3Cx8WUpEGk6,15880201.062175652,23,10836796244.096668,8703391739.266043
2022-01,4PNbMGXPNb1X8DJN9fzvQYxxV85Uf7s4tBA23LJJa63jabt8Qd,707359.8996391428,7,10596163291.596704,5506965629.4718275
2022-02,4PNbMGXPNb1X8DJN9fzvQYxxV85Uf7s4tBA23LJJa63jabt8Qd,710438.5945235,28,10678096978.251553,8530504721.472508
2022-03,4PNbMGXPNb1X8DJN9fzvQYxxV85Uf7s4tBA23LJJa63jabt8Qd,715800.1799213225,31,10760674959.36261,8530381296.208062
2022-04,4PNbMGXPNb1X8DJN9fzvQYxxV85Uf7s4tBA23LJJa63jabt8Qd,721775.1889842175,23,10836796244.096668,8703391739.266043
2022-01,4Ut9uaKSCtMaBU5yGn8dTvP93GLm9Rqe2AccVTnrv9dNQpDYyt,200274.19490600002,7,10596163291.596704,5506965629.4718275
2022-02,4Ut9uaKSCtMaBU5yGn8dTvP93GLm9Rqe2AccVTnrv9dNQpDYyt,203446.881391,28,10678096978.251553,8530504721.472508
2022-03,4Ut9uaKSCtMaBU5yGn8dTvP93GLm9Rqe2AccVTnrv9dNQpDYyt,211628.2764427742,31,10760674959.36261,8530381296.208062
2022-04,4Ut9uaKSCtMaBU5yGn8dTvP93GLm9Rqe2AccVTnrv9dNQpDYyt,213543.44643591304,23,10836796244.096668,8703391739.266043
2022-01,3JkgeM6RX19BDzPRnmnN8XFE5Cnac6MhZmUvTBxgqyDn9kEEkB,600549.4817008333,6,10596163291.596704,5506965629.4718275
2022-02,3JkgeM6RX19BDzPRnmnN8XFE5Cnac6MhZmUvTBxgqyDn9kEEkB,603154.6406978214,28,10678096978.251553,8530504721.472508
2022-03,3JkgeM6RX19BDzPRnmnN8XFE5Cnac6MhZmUvTBxgqyDn9kEEkB,607478.0615410323,31,10760674959.36261,8530381296.208062
2022-04,3JkgeM6RX19BDzPRnmnN8XFE5Cnac6MhZmUvTBxgqyDn9kEEkB,609092.596886,23,10836796244.096668,8703391739.266043
2022-01,3Wza3QsbvGJzMB7i3ttALXs4ETPeU9aBBAMC4rzC82RxuKrPuh,207442.0,6,10596163291.596704,5506965629.4718275
2022-02,3Wza3QsbvGJzMB7i3ttALXs4ETPeU9aBBAMC4rzC82RxuKrPuh,207617.54664442857,28,10678096978.251553,8530504721.472508
2022-03,3Wza3QsbvGJzMB7i3ttALXs4ETPeU9aBBAMC4rzC82RxuKrPuh,208182.70807351614,31,10760674959.36261,8530381296.208062
2022-04,3Wza3QsbvGJzMB7i3ttALXs4ETPeU9aBBAMC4rzC82RxuKrPuh,209031.73214991306,23,10836796244.096668,8703391739.266043
2022-01,4AuwX7ZjNeKSjKHNdTmywZ1crQY5ES2W2P78fo4VhQrno8Wby5,59999.0,6,10596163291.596704,5506965629.4718275
2022-02,4AuwX7ZjNeKSjKHNdTmywZ1crQY5ES2W2P78fo4VhQrno8Wby5,59999.0,28,10678096978.251553,8530504721.472508
2022-03,4AuwX7ZjNeKSjKHNdTmywZ1crQY5ES2W2P78fo4VhQrno8Wby5,60330.74981858065,31,10760674959.36261,8530381296.208062
2022-04,4AuwX7ZjNeKSjKHNdTmywZ1crQY5ES2W2P78fo4VhQrno8Wby5,60723.89617582609,23,10836796244.096668,8703391739.266043
2022-01,4n6yeXkZP3pttmumSdaKj7FagdD2KKAzXyv27VmP1Kq8SiGxE3,501027.8982821666,6,10596163291.596704,5506965629.4718275
2022-02,4n6yeXkZP3pttmumSdaKj7FagdD2KKAzXyv27VmP1Kq8SiGxE3,502896.61110885715,28,10678096978.251553,8530504721.472508
2022-03,4n6yeXkZP3pttmumSdaKj7FagdD2KKAzXyv27VmP1Kq8SiGxE3,507260.69563848386,31,10760674959.36261,8530381296.208062
2022-04,4n6yeXkZP3pttmumSdaKj7FagdD2KKAzXyv27VmP1Kq8SiGxE3,511299.8414737826,23,10836796244.096668,8703391739.266043
2022-01,39H9tWq2sR2v9Pu1qs7XhER587RaSm57mCEuje7xVW1Wfy4RkL,399999.0,5,10596163291.596704,5506965629.4718275
2022-02,39H9tWq2sR2v9Pu1qs7XhER587RaSm57mCEuje7xVW1Wfy4RkL,402186.95614578575,28,10678096978.251553,8530504721.472508
2022-03,39H9tWq2sR2v9Pu1qs7XhER587RaSm57mCEuje7xVW1Wfy4RkL,406600.1584984516,31,10760674959.36261,8530381296.208062
2022-04,39H9tWq2sR2v9Pu1qs7XhER587RaSm57mCEuje7xVW1Wfy4RkL,411724.59297713044,23,10836796244.096668,8703391739.266043
2022-01,3FTTqz8mRcYSuUF8hMf8QxSBRM1UTAbaJw6QUWTiJ13fbyGx4t,179999.0,5,10596163291.596704,5506965629.4718275
2022-02,3FTTqz8mRcYSuUF8hMf8QxSBRM1UTAbaJw6QUWTiJ13fbyGx4t,180929.402694,28,10678096978.251553,8530504721.472508
2022-03,3FTTqz8mRcYSuUF8hMf8QxSBRM1UTAbaJw6QUWTiJ13fbyGx4t,182473.8387917742,31,10760674959.36261,8530381296.208062
2022-04,3FTTqz8mRcYSuUF8hMf8QxSBRM1UTAbaJw6QUWTiJ13fbyGx4t,184914.1775705652,23,10836796244.096668,8703391739.266043
2022-01,3C95KPAg8dzgyACEhU5B2b8pLpmNG67JoVgv4BNgnELqRjcU28,15000.0,4,10596163291.596704,5506965629.4718275
2022-02,3C95KPAg8dzgyACEhU5B2b8pLpmNG67JoVgv4BNgnELqRjcU28,15548.687916321429,28,10678096978.251553,8530504721.472508
2022-03,3C95KPAg8dzgyACEhU5B2b8pLpmNG67JoVgv4BNgnELqRjcU28,15569.009691,31,10760674959.36261,8530381296.208062
2022-04,3C95KPAg8dzgyACEhU5B2b8pLpmNG67JoVgv4BNgnELqRjcU28,15569.009691,23,10836796244.096668,8703391739.266043
2022-01,3d4tsSiBrJXn2aiNHdfqMq2b9oGttoKn2LDCZbHHMm1WZi2c95,16476477.25,4,10596163291.596704,5506965629.4718275
2022-02,3d4tsSiBrJXn2aiNHdfqMq2b9oGttoKn2LDCZbHHMm1WZi2c95,93084210.0,28,10678096978.251553,8530504721.472508
2022-03,3d4tsSiBrJXn2aiNHdfqMq2b9oGttoKn2LDCZbHHMm1WZi2c95,93084210.0,31,10760674959.36261,8530381296.208062
2022-04,3d4tsSiBrJXn2aiNHdfqMq2b9oGttoKn2LDCZbHHMm1WZi2c95,93084210.0,23,10836796244.096668,8703391739.266043
2022-01,3hzSaiFSz3VWQsr2PYMvA8NYygM4stDmpVzJZbyHwij5cg4v23,14000.0,4,10596163291.596704,5506965629.4718275
2022-02,3hzSaiFSz3VWQsr2PYMvA8NYygM4stDmpVzJZbyHwij5cg4v23,14000.0,6,10678096978.251553,8530504721.472508
2022-01,4GYp53AvAFfnFndzmveVNxU4agRZFQqFu6QFgUVkTgwRXZUpi5,31782.0,4,10596163291.596704,5506965629.4718275
2022-02,4GYp53AvAFfnFndzmveVNxU4agRZFQqFu6QFgUVkTgwRXZUpi5,135284.02659085713,28,10678096978.251553,8530504721.472508
2022-03,4GYp53AvAFfnFndzmveVNxU4agRZFQqFu6QFgUVkTgwRXZUpi5,496654.57622319355,31,10760674959.36261,8530381296.208062
2022-04,4GYp53AvAFfnFndzmveVNxU4agRZFQqFu6QFgUVkTgwRXZUpi5,527070.0338112608,23,10836796244.096668,8703391739.266043
2022-01,4proHRu8KhJELYHczfTFdsyUYSdzFc3VwBHZNLdWaGJzq9HENg,1799999.0,4,10596163291.596704,5506965629.4718275
2022-02,4proHRu8KhJELYHczfTFdsyUYSdzFc3VwBHZNLdWaGJzq9HENg,1799999.0,28,10678096978.251553,8530504721.472508
2022-03,4proHRu8KhJELYHczfTFdsyUYSdzFc3VwBHZNLdWaGJzq9HENg,1799999.0,31,10760674959.36261,8530381296.208062
2022-04,4proHRu8KhJELYHczfTFdsyUYSdzFc3VwBHZNLdWaGJzq9HENg,1799999.0,23,10836796244.096668,8703391739.266043
2022-01,4qL7HmpqdKpYufCV7EvL1WnHVowy1CrTQS7jfYgef5stzpftwS,132883853.5,4,10596163291.596704,5506965629.4718275
2022-02,4qL7HmpqdKpYufCV7EvL1WnHVowy1CrTQS7jfYgef5stzpftwS,212664100.0,28,10678096978.251553,8530504721.472508
2022-03,4qL7HmpqdKpYufCV7EvL1WnHVowy1CrTQS7jfYgef5stzpftwS,212664100.0,31,10760674959.36261,8530381296.208062
2022-04,4qL7HmpqdKpYufCV7EvL1WnHVowy1CrTQS7jfYgef5stzpftwS,212664100.0,23,10836796244.096668,8703391739.266043
2022-01,2yK2BG4J54PAUb7kAyr8Ts4mieA3wKosYTYYUnhY671BRBAn8R,14000.0,3,10596163291.596704,5506965629.4718275
2022-02,2yK2BG4J54PAUb7kAyr8Ts4mieA3wKosYTYYUnhY671BRBAn8R,14000.0,15,10678096978.251553,8530504721.472508
2022-01,35Zf2bdpe5JtYxNJWsnMniiVJhtUM6fQJ1KcxiD3nBLueEWS6V,16800.0,3,10596163291.596704,5506965629.4718275
2022-02,35Zf2bdpe5JtYxNJWsnMniiVJhtUM6fQJ1KcxiD3nBLueEWS6V,47389.38570592857,28,10678096978.251553,8530504721.472508
2022-03,35Zf2bdpe5JtYxNJWsnMniiVJhtUM6fQJ1KcxiD3nBLueEWS6V,151996.40085535485,31,10760674959.36261,8530381296.208062
2022-04,35Zf2bdpe5JtYxNJWsnMniiVJhtUM6fQJ1KcxiD3nBLueEWS6V,152366.386625,23,10836796244.096668,8703391739.266043
2022-01,3mNckP9Yq59hBg6WoVRv8vmW33GYsQMvngiBkT41MJeHVmzVBX,14000.0,3,10596163291.596704,5506965629.4718275
2022-02,3mNckP9Yq59hBg6WoVRv8vmW33GYsQMvngiBkT41MJeHVmzVBX,14000.0,14,10678096978.251553,8530504721.472508
2022-01,4eARZcdGRfUJLykk6GKHJaaqerUELqXUHCvpdcc4yHvSCBno3x,3731949.619091667,3,10596163291.596704,5506965629.4718275
2022-02,4eARZcdGRfUJLykk6GKHJaaqerUELqXUHCvpdcc4yHvSCBno3x,3751920.221241714,28,10678096978.251553,8530504721.472508
2022-03,4eARZcdGRfUJLykk6GKHJaaqerUELqXUHCvpdcc4yHvSCBno3x,3783569.672721097,31,10760674959.36261,8530381296.208062
2022-04,4eARZcdGRfUJLykk6GKHJaaqerUELqXUHCvpdcc4yHvSCBno3x,3811137.9496391304,23,10836796244.096668,8703391739.266043
2022-01,45C5RzWrBGyywwvCFAmkVtHLQmC8jwEaaB9qP9kqL8EcfT1pdj,180000.0,2,10596163291.596704,5506965629.4718275
2022-02,45C5RzWrBGyywwvCFAmkVtHLQmC8jwEaaB9qP9kqL8EcfT1pdj,180000.0,28,10678096978.251553,8530504721.472508
2022-03,45C5RzWrBGyywwvCFAmkVtHLQmC8jwEaaB9qP9kqL8EcfT1pdj,203387.09677419355,31,10760674959.36261,8530381296.208062
2022-04,45C5RzWrBGyywwvCFAmkVtHLQmC8jwEaaB9qP9kqL8EcfT1pdj,205000.0,23,10836796244.096668,8703391739.266043
2022-01,4sY2m6R4hu5V5mGLF4DUv51YoNfLM9LGXDwePu9ypvfqbeUzMx,200000.0,2,10596163291.596704,5506965629.4718275
2022-02,4sY2m6R4hu5V5mGLF4DUv51YoNfLM9LGXDwePu9ypvfqbeUzMx,245000.0,28,10678096978.251553,8530504721.472508
2022-03,4sY2m6R4hu5V5mGLF4DUv51YoNfLM9LGXDwePu9ypvfqbeUzMx,387741.93548387097,31,10760674959.36261,8530381296.208062
2022-04,4sY2m6R4hu5V5mGLF4DUv51YoNfLM9LGXDwePu9ypvfqbeUzMx,420000.0,23,10836796244.096668,8703391739.266043
2022-01,4BJ1SHnDyujy6SwJYpMQU3Ry16BcEWPqEHrasjSAPVw9h9d7j2,14000.0,1,10596163291.596704,5506965629.4718275
2022-02,4BJ1SHnDyujy6SwJYpMQU3Ry16BcEWPqEHrasjSAPVw9h9d7j2,112249.5,28,10678096978.251553,8530504721.472508
2022-03,4BJ1SHnDyujy6SwJYpMQU3Ry16BcEWPqEHrasjSAPVw9h9d7j2,201528.8773482258,31,10760674959.36261,8530381296.208062
2022-04,4BJ1SHnDyujy6SwJYpMQU3Ry16BcEWPqEHrasjSAPVw9h9d7j2,220340.4075014348,23,10836796244.096668,8703391739.266043
2022-01,4a9DonfVekc78qEfesGawzrWFTZhpJMGryGHdko1gMxDACYDvX,649999.0,1,10596163291.596704,5506965629.4718275
2022-02,4a9DonfVekc78qEfesGawzrWFTZhpJMGryGHdko1gMxDACYDvX,652417.7794749642,28,10678096978.251553,8530504721.472508
2022-03,4a9DonfVekc78qEfesGawzrWFTZhpJMGryGHdko1gMxDACYDvX,625953.8453223548,31,10760674959.36261,8530381296.208062
2022-04,4a9DonfVekc78qEfesGawzrWFTZhpJMGryGHdko1gMxDACYDvX,552474.9196824783,23,10836796244.096668,8703391739.266043
2022-01,4i5gbVWRZC82V76k28ExQFgcYBcaqBhLDU2hRZGrMh8FEZEjjs,14000.0,1,10596163291.596704,5506965629.4718275
2022-02,4i5gbVWRZC82V76k28ExQFgcYBcaqBhLDU2hRZGrMh8FEZEjjs,14053.995480799998,15,10678096978.251553,8530504721.472508
2022-02,35AGYQC9ArExG1XsQtYrRgzNAMAeq9WN1mH7X2f7q5m7FmfZqx,20650000.0,28,10678096978.251553,8530504721.472508
2022-03,35AGYQC9ArExG1XsQtYrRgzNAMAeq9WN1mH7X2f7q5m7FmfZqx,20650000.0,31,10760674959.36261,8530381296.208062
2022-04,35AGYQC9ArExG1XsQtYrRgzNAMAeq9WN1mH7X2f7q5m7FmfZqx,20650000.0,23,10836796244.096668,8703391739.266043
2022-02,3P2799wCgcGaqD3vwQ6w6VNfcB2wCoNBiFoJmcafzh8NXotg67,14000.0,15,10678096978.251553,8530504721.472508
2022-02,3bYDf2e6ijKCSctqkdLDTuwJ41zpZXrVyHu8ErJ75VBH4h24yR,93101402.858996,28,10678096978.251553,8530504721.472508
2022-03,3bYDf2e6ijKCSctqkdLDTuwJ41zpZXrVyHu8ErJ75VBH4h24yR,93101402.858996,31,10760674959.36261,8530381296.208062
2022-04,3bYDf2e6ijKCSctqkdLDTuwJ41zpZXrVyHu8ErJ75VBH4h24yR,93101402.858996,23,10836796244.096668,8703391739.266043
2022-02,3oL9pBm7DJaVneKXA5ERAXjGY94AACvsT5J5qVY9CF3AXmyeQ9,144182.269684,28,10678096978.251553,8530504721.472508
2022-03,3oL9pBm7DJaVneKXA5ERAXjGY94AACvsT5J5qVY9CF3AXmyeQ9,295285.1519783871,31,10760674959.36261,8530381296.208062
2022-04,3oL9pBm7DJaVneKXA5ERAXjGY94AACvsT5J5qVY9CF3AXmyeQ9,301468.4334913913,23,10836796244.096668,8703391739.266043
2022-02,3taQTr2vfAQmaKgStN6qWBwqAYpjCJatcugY7NK8SHQvUscCA8,93101403.058996,28,10678096978.251553,8530504721.472508
2022-03,3taQTr2vfAQmaKgStN6qWBwqAYpjCJatcugY7NK8SHQvUscCA8,93101403.058996,31,10760674959.36261,8530381296.208062
2022-04,3taQTr2vfAQmaKgStN6qWBwqAYpjCJatcugY7NK8SHQvUscCA8,93101403.058996,23,10836796244.096668,8703391739.266043
2022-02,47uKy77Ds7AEsTd7AAnyeesWL5wAyraVvafPEfhFw9dveuGym6,93101401.260051,28,10678096978.251553,8530504721.472508
2022-03,47uKy77Ds7AEsTd7AAnyeesWL5wAyraVvafPEfhFw9dveuGym6,93101401.260051,31,10760674959.36261,8530381296.208062
2022-04,47uKy77Ds7AEsTd7AAnyeesWL5wAyraVvafPEfhFw9dveuGym6,93101401.260051,23,10836796244.096668,8703391739.266043
2022-02,4KLxh5afYMMVsDp194Hh2aLitFDKLx6d7uB3yq4Ht4LdKp3f93,35700.324045642854,28,10678096978.251553,8530504721.472508
2022-03,4KLxh5afYMMVsDp194Hh2aLitFDKLx6d7uB3yq4Ht4LdKp3f93,91131.58475948389,31,10760674959.36261,8530381296.208062
2022-04,4KLxh5afYMMVsDp194Hh2aLitFDKLx6d7uB3yq4Ht4LdKp3f93,91633.2645771739,23,10836796244.096668,8703391739.266043
2022-02,4XezNGp3vSdEUtbrboSiC8a5hb4ipE8VNUsJA71x8i64LGo6rP,196855.37640275,28,10678096978.251553,8530504721.472508
2022-03,4XezNGp3vSdEUtbrboSiC8a5hb4ipE8VNUsJA71x8i64LGo6rP,752050.2817112257,31,10760674959.36261,8530381296.208062
2022-04,4XezNGp3vSdEUtbrboSiC8a5hb4ipE8VNUsJA71x8i64LGo6rP,739604.2441750434,23,10836796244.096668,8703391739.266043
2022-02,4ipbYF9ncfmJXVfciPtmAK4SxhDamr3ix4XBkHFJKkuaCwaiSz,14039.397030266668,15,10678096978.251553,8530504721.472508
2022-02,3wUbq9DzRqJ24zhhMgUizDq5DhiddGLFfFzpgE77cTTcMrynS8,201669.19897507408,27,10678096978.251553,8530504721.472508
2022-03,3wUbq9DzRqJ24zhhMgUizDq5DhiddGLFfFzpgE77cTTcMrynS8,203656.7111938387,31,10760674959.36261,8530381296.208062
2022-04,3wUbq9DzRqJ24zhhMgUizDq5DhiddGLFfFzpgE77cTTcMrynS8,205201.74274513044,23,10836796244.096668,8703391739.266043
2022-02,42MHeV4QcNVtidnUdDPdM2LedPb2QLKa7k1MQCXiRRPAZK3NtX,4014230.3697364447,27,10678096978.251553,8530504721.472508
2022-03,42MHeV4QcNVtidnUdDPdM2LedPb2QLKa7k1MQCXiRRPAZK3NtX,4043993.670377613,31,10760674959.36261,8530381296.208062
2022-04,42MHeV4QcNVtidnUdDPdM2LedPb2QLKa7k1MQCXiRRPAZK3NtX,4071603.729798913,23,10836796244.096668,8703391739.266043
2022-02,4oPhX3S91BTjo6oLTPJeuaKxqssFLU3FCT38z9b8nEobqTc7de,666390.0852308519,27,10678096978.251553,8530504721.472508
2022-03,4oPhX3S91BTjo6oLTPJeuaKxqssFLU3FCT38z9b8nEobqTc7de,670035.0145230324,31,10760674959.36261,8530381296.208062
2022-04,4oPhX3S91BTjo6oLTPJeuaKxqssFLU3FCT38z9b8nEobqTc7de,671030.2377827826,23,10836796244.096668,8703391739.266043
2022-02,3qFH9Y5H5RXzf9KurnL6tHKs5WUhQREf3W3gt3KtBUEEmNa72L,24621.623063384617,26,10678096978.251553,8530504721.472508
2022-03,3qFH9Y5H5RXzf9KurnL6tHKs5WUhQREf3W3gt3KtBUEEmNa72L,72121.05277229034,31,10760674959.36261,8530381296.208062
2022-04,3qFH9Y5H5RXzf9KurnL6tHKs5WUhQREf3W3gt3KtBUEEmNa72L,94002.19804047825,23,10836796244.096668,8703391739.266043
2022-02,4mHGqdVg8ZphJMv7FLPGBfz45kp5bhMxnVkFQtyE2Jgzw8uGiu,210093.40142126923,26,10678096978.251553,8530504721.472508
2022-03,4mHGqdVg8ZphJMv7FLPGBfz45kp5bhMxnVkFQtyE2Jgzw8uGiu,211364.88164229033,31,10760674959.36261,8530381296.208062
2022-04,4mHGqdVg8ZphJMv7FLPGBfz45kp5bhMxnVkFQtyE2Jgzw8uGiu,213307.83478408697,23,10836796244.096668,8703391739.266043
2022-02,3bkNSWQmzMjoAfGcD6FVj1wqAaZr9u39Z3epP9NwDNn59zUjQR,20097.9663688,25,10678096978.251553,8530504721.472508
2022-03,3bkNSWQmzMjoAfGcD6FVj1wqAaZr9u39Z3epP9NwDNn59zUjQR,20433.59540603226,31,10760674959.36261,8530381296.208062
2022-04,3bkNSWQmzMjoAfGcD6FVj1wqAaZr9u39Z3epP9NwDNn59zUjQR,20565.103851,23,10836796244.096668,8703391739.266043
2022-02,3ePAca51vQDPRvMPc74X77P2kBRBy78v3fTe7KEBfLFh257oMh,6406573.49515272,25,10678096978.251553,8530504721.472508
2022-03,3ePAca51vQDPRvMPc74X77P2kBRBy78v3fTe7KEBfLFh257oMh,6458251.369770903,31,10760674959.36261,8530381296.208062
2022-04,3ePAca51vQDPRvMPc74X77P2kBRBy78v3fTe7KEBfLFh257oMh,6488769.282596478,23,10836796244.096668,8703391739.266043
2022-02,3mFVFNTZCLnr4svMmD8b8xnPPtQ86cf56VmKbEe5j4styuuky7,14999.49151404,25,10678096978.251553,8530504721.472508
2022-03,3mFVFNTZCLnr4svMmD8b8xnPPtQ86cf56VmKbEe5j4styuuky7,47071.058085870965,31,10760674959.36261,8530381296.208062
2022-04,3mFVFNTZCLnr4svMmD8b8xnPPtQ86cf56VmKbEe5j4styuuky7,53269.660346,23,10836796244.096668,8703391739.266043
2022-02,3AboHRJai6oeKZ3xGT56PbNtLGmuqigNyeX5pRyNMp9265abnC,200339.87970647827,23,10678096978.251553,8530504721.472508
2022-03,3AboHRJai6oeKZ3xGT56PbNtLGmuqigNyeX5pRyNMp9265abnC,201737.79576825807,31,10760674959.36261,8530381296.208062
2022-04,3AboHRJai6oeKZ3xGT56PbNtLGmuqigNyeX5pRyNMp9265abnC,203578.85172869565,23,10836796244.096668,8703391739.266043
2022-02,35PExNiTo7NYRAQ3rA9LQnXziA3XpNpmiBVjAVGL7wo4hCvSXC,1543407.5179505453,22,10678096978.251553,8530504721.472508
